"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag54and54Footnotes"
"2006","France","Number","Males","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","2422",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","5578",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54pancreas","454307",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","2354519",""
"2006","France","Number","Males","Total","Malignant54melanoma54of54skin","818",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54breast","191",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54cervix54uteri",":",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54other54parts54of54uterus",":",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54ovary",":",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54prostate","954236",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","254034",""
"2006","France","Number","Males","Total","Malignant54neoplasm54of54bladder","354579",""
"2006","France","Number","Males","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","6836",""
"2006","France","Number","Males","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","962",""
"2006","France","Number","Males","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","8372",""
"2006","France","Number","Males","Total","Diabetes54mellitus","5433",""
"2006","France","Number","Males","Total","Mental54and54behavioural54disorders54(F00-F99)","7201",""
"2006","France","Number","Males","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","2477",""
"2006","France","Number","Males","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","176",""
"2006","France","Number","Males","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","11398",""
"2006","France","Number","Males","Total","Meningitis","78",""
"2006","France","Number","Males","Total","Diseases54of54the54circulatory54system54(I00-I99)","6954625",""
"2006","France","Number","Males","Total","Ischaemic54heart54diseases","2254363",""
"2006","France","Number","Males","Total","Other54heart54diseases54(I30-I33,54I39-I52)","1854915",""
"2006","France","Number","Males","Total","Cerebrovascular54diseases","1454235",""
"2006","France","Number","Males","Total","Diseases54of54the54respiratory54system54(J00-J99)","1654581",""
"2006","France","Number","Males","Total","Influenza","50",""
"2006","France","Number","Males","Total","Pneumonia","454653",""
"2006","France","Number","Males","Total","Chronic54lower54respiratory54diseases","5511",""
"2006","France","Number","Males","Total","Asthma54and54status54asthmaticus","388",""
"2006","France","Number","Males","Total","Diseases54of54the54digestive54system54(K00-K93)","1254758",""
"2006","France","Number","Males","Total","Ulcer54of54stomach,54duodenum54and54jejunum","398",""
"2006","France","Number","Males","Total","Chronic54liver54disease","5554",""
"2006","France","Number","Males","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","546",""
"2006","France","Number","Males","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","1234",""
"2006","France","Number","Males","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","137",""
"2006","France","Number","Males","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454192",""
"2006","France","Number","Males","Total","Diseases54of54kidney54and54ureter","3258",""
"2006","France","Number","Males","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)",":",""
"2006","France","Number","Males","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","910",""
"2006","France","Number","Males","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","843",""
"2006","France","Number","Males","Total","Congenital54malformations54of54the54nervous54system","84",""
"2006","France","Number","Males","Total","Congenital54malformations54of54the54circulatory54system","330",""
"2006","France","Number","Males","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","15332",""
"2006","France","Number","Males","Total","Sudden54infant54death54syndrome","144",""
"2006","France","Number","Males","Total","Ill-defined54and54unknown54causes54of54mortality","6860",""
"2006","France","Number","Males","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","2254914",""
"2006","France","Number","Males","Total","Accidents","1354524",""
"2006","France","Number","Males","Total","Transport54accidents54(V01-V99)","354828",""
"2006","France","Number","Males","Total","Falls","254610",""
"2006","France","Number","Males","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","555",""
"2006","France","Number","Males","Total","Intentional54self-harm","7740",""
"2006","France","Number","Males","Total","Assault","327",""
"2006","France","Number","Males","Total","Event54of54undetermined54intent","414",""
"2006","France","Number","Females","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","255160",""
"2006","France","Number","Females","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","4961",""
"2006","France","Number","Females","Total","Tuberculosis","341",""
"2006","France","Number","Females","Total","Meningococcal54infection","17",""
"2006","France","Number","Females","Total","Viral54hepatitis","335",""
"2006","France","Number","Females","Total","Human54immunodeficiency54virus54[HIV]54disease","218",""
"2006","France","Number","Females","Total","Neoplasms","6454651",""
"2006","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","61464",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","734",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","719",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54stomach","1784",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54colon","554917",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","154892",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","1972",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","454049",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","654534",""
"2006","France","Number","Females","Total","Malignant54melanoma54of54skin","741",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54breast","11584",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","744",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","254389",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3363",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1110",""
"2006","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1156",""
"2006","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","5879",""
"2006","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1272",""
"2006","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","11117",""
"2006","France","Number","Females","Total","Diabetes54mellitus","654086",""
"2006","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","954632",""
"2006","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","619",""
"2006","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","25",""
"2006","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","16212",""
"2006","France","Number","Females","Total","Meningitis","76",""
"2006","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","7854832",""
"2006","France","Number","Females","Total","Ischaemic54heart54diseases","1754030",""
"2006","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","2554073",""
"2006","France","Number","Females","Total","Cerebrovascular54diseases","19390",""
"2006","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","1454546",""
"2006","France","Number","Females","Total","Influenza","77",""
"2006","France","Number","Females","Total","Pneumonia","5190",""
"2006","France","Number","Females","Total","Chronic54lower54respiratory54diseases","3305",""
"2006","France","Number","Females","Total","Asthma54and54status54asthmaticus","657",""
"2006","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","1054820",""
"2006","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","393",""
"2006","France","Number","Females","Total","Chronic54liver54disease","254308",""
"2006","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","1284",""
"2006","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","254305",""
"2006","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","449",""
"2006","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454331",""
"2006","France","Number","Females","Total","Diseases54of54kidney54and54ureter","3391",""
"2006","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","68",""
"2006","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","638",""
"2006","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","724",""
"2006","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","64",""
"2006","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","292",""
"2006","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","1854966",""
"2006","France","Number","Females","Total","Sudden54infant54death54syndrome","113",""
"2006","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","5473",""
"2006","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","1454801",""
"2006","France","Number","Females","Total","Accidents","1054861",""
"2006","France","Number","Females","Total","Transport54accidents54(V01-V99)","1197",""
"2006","France","Number","Females","Total","Falls","254709",""
"2006","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","510",""
"2006","France","Number","Females","Total","Intentional54self-harm","2861",""
"2006","France","Number","Females","Total","Assault","159",""
"2006","France","Number","Females","Total","Event54of54undetermined54intent","76",""
"2007","France","Number","Males","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","273401",""
"2007","France","Number","Males","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","5266",""
"2007","France","Number","Males","Total","Tuberculosis","364",""
"2007","France","Number","Males","Total","Meningococcal54infection","17",""
"2007","France","Number","Males","Total","Viral54hepatitis","408",""
"2007","France","Number","Males","Total","Human54immunodeficiency54virus54[HIV]54disease","597",""
"2007","France","Number","Males","Total","Neoplasms","93773",""
"2007","France","Number","Males","Total","Malignant54neoplasms54(C00-C97)","9054397",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","3317",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54oesophagus","354196",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54stomach","354123",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54colon","654416",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","254357",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","5529",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54pancreas","454493",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","2354584",""
"2007","France","Number","Males","Total","Malignant54melanoma54of54skin","879",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54breast","225",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54cervix54uteri",":",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54other54parts54of54uterus",":",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54ovary",":",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54prostate","954297",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","254015",""
"2007","France","Number","Males","Total","Malignant54neoplasm54of54bladder","3674",""
"2007","France","Number","Males","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","6958",""
"2007","France","Number","Males","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1025",""
"2007","France","Number","Males","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","8392",""
"2007","France","Number","Males","Total","Diabetes54mellitus","5367",""
"2007","France","Number","Males","Total","Mental54and54behavioural54disorders54(F00-F99)","7420",""
"2007","France","Number","Males","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","2438",""
"2007","France","Number","Males","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","172",""
"2007","France","Number","Males","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1154612",""
"2007","France","Number","Males","Total","Meningitis","79",""
"2007","France","Number","Males","Total","Diseases54of54the54circulatory54system54(I00-I99)","6954630",""
"2007","France","Number","Males","Total","Ischaemic54heart54diseases","2254027",""
"2007","France","Number","Males","Total","Other54heart54diseases54(I30-I33,54I39-I52)","19416",""
"2007","France","Number","Males","Total","Cerebrovascular54diseases","1454085",""
"2007","France","Number","Males","Total","Diseases54of54the54respiratory54system54(J00-J99)","17257",""
"2007","France","Number","Males","Total","Influenza","96",""
"2007","France","Number","Males","Total","Pneumonia","5118",""
"2007","France","Number","Males","Total","Chronic54lower54respiratory54diseases","554649",""
"2007","France","Number","Males","Total","Asthma54and54status54asthmaticus","368",""
"2007","France","Number","Males","Total","Diseases54of54the54digestive54system54(K00-K93)","1254641",""
"2007","France","Number","Males","Total","Ulcer54of54stomach,54duodenum54and54jejunum","398",""
"2007","France","Number","Males","Total","Chronic54liver54disease","5453",""
"2007","France","Number","Males","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","504",""
"2007","France","Number","Males","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","1138",""
"2007","France","Number","Males","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","138",""
"2007","France","Number","Males","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454180",""
"2007","France","Number","Males","Total","Diseases54of54kidney54and54ureter","3239",""
"2007","France","Number","Males","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)",":",""
"2007","France","Number","Males","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","859",""
"2007","France","Number","Males","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","899",""
"2007","France","Number","Males","Total","Congenital54malformations54of54the54nervous54system","69",""
"2007","France","Number","Males","Total","Congenital54malformations54of54the54circulatory54system","354",""
"2007","France","Number","Males","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","1654045",""
"2007","France","Number","Males","Total","Sudden54infant54death54syndrome","133",""
"2007","France","Number","Males","Total","Ill-defined54and54unknown54causes54of54mortality","754022",""
"2007","France","Number","Males","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","2254760",""
"2007","France","Number","Males","Total","Accidents","1354585",""
"2007","France","Number","Males","Total","Transport54accidents54(V01-V99)","3697",""
"2007","France","Number","Males","Total","Falls","254657",""
"2007","France","Number","Males","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","709",""
"2007","France","Number","Males","Total","Intentional54self-harm","754559",""
"2007","France","Number","Males","Total","Assault","268",""
"2007","France","Number","Males","Total","Event54of54undetermined54intent","425",""
"2007","France","Number","Females","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","257419",""
"2007","France","Number","Females","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","4938",""
"2007","France","Number","Females","Total","Tuberculosis","318",""
"2007","France","Number","Females","Total","Meningococcal54infection","17",""
"2007","France","Number","Females","Total","Viral54hepatitis","317",""
"2007","France","Number","Females","Total","Human54immunodeficiency54virus54[HIV]54disease","197",""
"2007","France","Number","Females","Total","Neoplasms","6454724",""
"2007","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","61499",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","733",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","780",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54stomach","1734",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54colon","554937",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","154842",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","1937",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","454246",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","654729",""
"2007","France","Number","Females","Total","Malignant54melanoma54of54skin","675",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54breast","11522",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","714",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","2481",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3393",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1021",""
"2007","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1183",""
"2007","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","5887",""
"2007","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1163",""
"2007","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","11019",""
"2007","France","Number","Females","Total","Diabetes54mellitus","6134",""
"2007","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","954692",""
"2007","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","601",""
"2007","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","27",""
"2007","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1754305",""
"2007","France","Number","Females","Total","Meningitis","89",""
"2007","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","78472",""
"2007","France","Number","Females","Total","Ischaemic54heart54diseases","1654663",""
"2007","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","25355",""
"2007","France","Number","Females","Total","Cerebrovascular54diseases","1854724",""
"2007","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","15348",""
"2007","France","Number","Females","Total","Influenza","153",""
"2007","France","Number","Females","Total","Pneumonia","5401",""
"2007","France","Number","Females","Total","Chronic54lower54respiratory54diseases","354539",""
"2007","France","Number","Females","Total","Asthma54and54status54asthmaticus","694",""
"2007","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","1054833",""
"2007","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","413",""
"2007","France","Number","Females","Total","Chronic54liver54disease","254321",""
"2007","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","1200",""
"2007","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","254317",""
"2007","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","494",""
"2007","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454528",""
"2007","France","Number","Females","Total","Diseases54of54kidney54and54ureter","354551",""
"2007","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","70",""
"2007","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","642",""
"2007","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","711",""
"2007","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","52",""
"2007","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","254",""
"2007","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","1954640",""
"2007","France","Number","Females","Total","Sudden54infant54death54syndrome","85",""
"2007","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","554703",""
"2007","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","1454817",""
"2007","France","Number","Females","Total","Accidents","1054951",""
"2007","France","Number","Females","Total","Transport54accidents54(V01-V99)","1162",""
"2007","France","Number","Females","Total","Falls","2832",""
"2007","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","517",""
"2007","France","Number","Females","Total","Intentional54self-harm","254744",""
"2007","France","Number","Females","Total","Assault","166",""
"2007","France","Number","Females","Total","Event54of54undetermined54intent","82",""
"2008","France","Number","Males","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","27754598",""
"2008","France","Number","Males","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","5434",""
"2008","France","Number","Males","Total","Tuberculosis","343",""
"2008","France","Number","Males","Total","Meningococcal54infection","18",""
"2008","France","Number","Males","Total","Viral54hepatitis","462",""
"2008","France","Number","Males","Total","Human54immunodeficiency54virus54[HIV]54disease","518",""
"2008","France","Number","Males","Total","Neoplasms","9354872",""
"2008","France","Number","Males","Total","Malignant54neoplasms54(C00-C97)","9054481",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","3217",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54oesophagus","354175",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54stomach","3020",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54colon","654505",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","2533",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","5544",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54pancreas","454767",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","23491",""
"2008","France","Number","Males","Total","Malignant54melanoma54of54skin","916",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54breast","195",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54cervix54uteri",":",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54other54parts54of54uterus",":",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54ovary",":",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54prostate","954195",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","254059",""
"2008","France","Number","Males","Total","Malignant54neoplasm54of54bladder","354527",""
"2008","France","Number","Males","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","754043",""
"2008","France","Number","Males","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1004",""
"2008","France","Number","Males","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","854892",""
"2008","France","Number","Males","Total","Diabetes54mellitus","554615",""
"2008","France","Number","Males","Total","Mental54and54behavioural54disorders54(F00-F99)","7718",""
"2008","France","Number","Males","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","2510",""
"2008","France","Number","Males","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","171",""
"2008","France","Number","Males","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1254373",""
"2008","France","Number","Males","Total","Meningitis","79",""
"2008","France","Number","Males","Total","Diseases54of54the54circulatory54system54(I00-I99)","6954721",""
"2008","France","Number","Males","Total","Ischaemic54heart54diseases","2154842",""
"2008","France","Number","Males","Total","Other54heart54diseases54(I30-I33,54I39-I52)","1954698",""
"2008","France","Number","Males","Total","Cerebrovascular54diseases","13951",""
"2008","France","Number","Males","Total","Diseases54of54the54respiratory54system54(J00-J99)","1754516",""
"2008","France","Number","Males","Total","Influenza","82",""
"2008","France","Number","Males","Total","Pneumonia","5107",""
"2008","France","Number","Males","Total","Chronic54lower54respiratory54diseases","5808",""
"2008","France","Number","Males","Total","Asthma54and54status54asthmaticus","336",""
"2008","France","Number","Males","Total","Diseases54of54the54digestive54system54(K00-K93)","1254981",""
"2008","France","Number","Males","Total","Ulcer54of54stomach,54duodenum54and54jejunum","440",""
"2008","France","Number","Males","Total","Chronic54liver54disease","5440",""
"2008","France","Number","Males","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","532",""
"2008","France","Number","Males","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","1344",""
"2008","France","Number","Males","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","136",""
"2008","France","Number","Males","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454540",""
"2008","France","Number","Males","Total","Diseases54of54kidney54and54ureter","354559",""
"2008","France","Number","Males","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)",":",""
"2008","France","Number","Males","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","876",""
"2008","France","Number","Males","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","762",""
"2008","France","Number","Males","Total","Congenital54malformations54of54the54nervous54system","68",""
"2008","France","Number","Males","Total","Congenital54malformations54of54the54circulatory54system","279",""
"2008","France","Number","Males","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","16895",""
"2008","France","Number","Males","Total","Sudden54infant54death54syndrome","152",""
"2008","France","Number","Males","Total","Ill-defined54and54unknown54causes54of54mortality","754323",""
"2008","France","Number","Males","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","2354138",""
"2008","France","Number","Males","Total","Accidents","1354815",""
"2008","France","Number","Males","Total","Transport54accidents54(V01-V99)","354506",""
"2008","France","Number","Males","Total","Falls","2836",""
"2008","France","Number","Males","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","785",""
"2008","France","Number","Males","Total","Intentional54self-harm","7797",""
"2008","France","Number","Males","Total","Assault","347",""
"2008","France","Number","Males","Total","Event54of54undetermined54intent","300",""
"2008","France","Number","Females","Total","All54causes54of54death54(A00-Y89)54excluding54S00-T98","265541",""
"2008","France","Number","Females","Total","Certain54infectious54and54parasitic54diseases54(A00-B99)","5486",""
"2008","France","Number","Females","Total","Tuberculosis","310",""
"2008","France","Number","Females","Total","Meningococcal54infection","17",""
"2008","France","Number","Females","Total","Viral54hepatitis","359",""
"2008","France","Number","Females","Total","Human54immunodeficiency54virus54[HIV]54disease","180",""
"2008","France","Number","Females","Total","Neoplasms","66897",""
"2008","France","Number","Females","Total","Malignant54neoplasms54(C00-C97)","63494",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54lip,54oral54cavity,54pharynx","762",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54oesophagus","776",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54stomach","154821",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54colon","6156",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54rectosigmoid54junction,54rectum,54anus54and54anal54canal","1959",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54liver54and54intrahepatic54bile54ducts","2119",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54pancreas","454404",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54larynx,5454trachea,54bronchus54and54lung","754043",""
"2008","France","Number","Females","Total","Malignant54melanoma54of54skin","750",""
